Google -- Afbeeldingen -- <title>Google Afbeeldingen</title>
Google -- Maps -- <title>Voordat je verdergaat naar Google Maps</title>
Google -- Play -- <title id="main-title">Android-apps op Google Play</title>
Google -- YouTube -- <title>YouTube</title>
Google -- Nieuws -- <title>Google News</title>
Google -- Gmail -- <title>Gmail</title>
Google -- Drive -- <title>Google Drive: Sign-in</title>
Google -- Meer » -- <title>Google’s products and services - About Google</title>
Google -- Webgeschiedenis -- <title>Google - Gepersonaliseerd zoeken</title>
Google -- Inloggen -- <title>Inloggen - Google Accounts</title>
Google -- Frysk -- <title>Zoekinstellingen</title>
Google -- Bedrijfsoplossingen -- <title>Google Bedrijfsprofiel: laat u vermelden op Google</title>
Google -- Google.nl -- <title>Google</title>
